Product;Details;Quantity;Add ons;Hourly Price;Monthly Price
Databases: PostgreSQL - Basic Nodes - Regular CPU;1 GiB: 1 vCPU / 10 GiB SSD Disk;1;N/A;$0,023;$15,15
